family_id,family_display_name,family_utility_name,current_label,current_name,current_startdate,baseline_label,baseline_name,baseline_startdate,name_changed_over_window,actual_years_spanned,blended_demand_rate_cagr_5yr,blended_demand_rate_cagr_5yr_needs_review
539f6a24ec4f024411ec8c0b,Schedule NM Flat Rate Service-0 - 200 watts(Summer),Turlock Irrigation District,5b4f73f55457a33d24c6d675,Schedule NM Flat Rate Service-0 - 200 watts(Summer),2015-01-01 08:00:00+00:00,539f6a24ec4f024411ec8c0b,Schedule NM Flat Rate Service-0 - 200 watts(Summer),2009-02-01 13:00:00+00:00,False,5.9110198494182065,,False
539f6a8eec4f024411ec912f,"Time-Of-Use Agricultural and Pumping - Large: TOU-PA-3, Option E (2kV-50kV)",Southern California Edison Co,6757449af750fb7a31058c6e,"Time-Of-Use Agricultural and Pumping - Large: TOU-PA-3, Option E (2kV-50kV)",2024-10-01 06:00:00+00:00,5c817fee7bece2299eceb3a4,"Time-Of-Use Agricultural and Pumping - Large: TOU-PA-3, Option A (2kV-50kV)",2018-10-01 07:00:00+00:00,True,5.9986310746064335,,False
539f6a8fec4f024411ec9173,"Time-of-use - General Service - Demand Metered: TOU-GS-3, Option R (At 220kV)",Southern California Edison Co,675099c18eb34159210ca42f,"Time-of-use - General Service - Demand Metered: TOU-GS-3, Option R (At 220kV)",2024-10-01 06:00:00+00:00,5c8180407bece2299eceb3bc,"Time-of-use - General Service - Demand Metered: TOU-GS-3, Option R (At 220kV)",2018-10-01 07:00:00+00:00,False,5.9986310746064335,,False
539f6aeaec4f024411ec9613,"Time of Use, General Service, Demand Metered, Option B: GS-2 TOU B, Three Phase (At 220kV)",Southern California Edison Co,675350e0043c8610d60b0fe9,"Time of Use, General Service, Demand Metered, Option B: GS-2 TOU B, Three Phase (At 220kV)",2024-10-01 06:00:00+00:00,5c8180757bece2299eceb3cd,"Time of Use, General Service, Demand Metered, Option B: GS-2 TOU B, Three Phase (At 220kV)",2018-10-01 07:00:00+00:00,False,5.9986310746064335,-0.004262270699568416,False
539f6b25ec4f024411ec98e7,"Time of Use, General Service, Demand Metered, Option B: GS-2 TOU B, Three Phase (2kV - 50kV)",Southern California Edison Co,675350b9043c8610d60b0fe8,"Time of Use, General Service, Demand Metered, Option B: GS-2 TOU B, Three Phase (2kV - 50kV)",2024-10-01 06:00:00+00:00,5c8180817bece2299eceb3d1,"Time of Use, General Service, Demand Metered, Option B: GS-2 TOU B, Three Phase (2kV - 50kV)",2018-10-01 07:00:00+00:00,False,5.9986310746064335,-0.015995179425093764,False
539f6b25ec4f024411ec98f5,A-1 Small General Service TOU (Poly-Phase),Pacific Gas & Electric Co,69de8841406310365e0f080e,A-1 Small General Service TOU (Poly-Phase),2026-03-27 07:00:00+00:00,5e162d795457a3223473e3af,A-1 Small General Service TOU (Poly-Phase),2019-01-12 07:00:00+00:00,False,7.2032854209445585,,False
539f6b34ec4f024411ec9995,"Schedule XT Very Large Industrial Service - Demand Metered 3,000 to 6,999 kW, Time-Of-Use",Turlock Irrigation District,5b4d1d5d5457a34c11c6d678,"Schedule XT Very Large Industrial Service - Demand Metered 3,000 to 6,999 kW, Time-Of-Use",2015-01-01 08:00:00+00:00,539f6b34ec4f024411ec9995,"Schedule XT Very Large Industrial Service - Demand Metered 3,000 to 6,999 kW, Time-Of-Use",2009-02-01 13:00:00+00:00,False,5.9110198494182065,,False
539f6b52ec4f024411ec9af5,GS-1 TOU A General Service Non-Demand Single Phase (2kV - 50 kV),Southern California Edison Co,6527327a7e3ca47f670ea041,GS-1 TOU A General Service Non-Demand Single Phase (2kV - 50 kV),2023-10-01 07:00:00+00:00,5c8180ec7bece2299eceb3f0,GS-1 TOU A General Service Non-Demand Single Phase (2kV - 50 kV),2018-10-01 07:00:00+00:00,False,4.999315537303217,,False
539f6bceec4f024411eca197,"Time-Of-Use Agricultural and Pumping - Large: TOU-PA-3, Option E (at 220kV)",Southern California Edison Co,675744a5f750fb7a31058c6f,"Time-Of-Use Agricultural and Pumping - Large: TOU-PA-3, Option E (at 220kV)",2024-10-01 06:00:00+00:00,5c817fe67bece2299eceb3a2,"Time-Of-Use Agricultural and Pumping - Large: TOU-PA-3, Option A (at 220kV)",2018-10-01 07:00:00+00:00,True,5.9986310746064335,,False
539f6c1bec4f024411eca5cf,Power-Agricultural and Pumping Demand Metered: PA-2 (Under 2kV),Southern California Edison Co,67572f3dc33fc66a3504cc8c,Power-Agricultural and Pumping Demand Metered: PA-2 (Under 2kV),2024-10-01 06:00:00+00:00,5c8180157bece2299eceb3b1,Power-Agricultural and Pumping Demand Metered: PA-2 (Under 2kV),2018-10-01 07:00:00+00:00,False,5.9986310746064335,0.0447901053507489,False
