family_id,family_display_name,family_utility_name,current_label,current_name,current_startdate,earliest_available_startdate,baseline_label,baseline_name,baseline_startdate,name_changed_over_window,actual_years_spanned,blended_energy_rate_cagr_10yr,blended_energy_rate_cagr_10yr_needs_review,years_of_available_history,status,reason
539fb6fbec4f024bc1dc0657,"Time-Of-Use - General Service - Large: TOU-8, Option B (Under 2 kV)",Southern California Edison Co,674f36b9673ef28d960361a8,"Time-Of-Use - General Service - Large: TOU-8, Option B (Under 2 kV)",2024-10-01 06:00:00+00:00,2014-01-01 13:00:00+00:00,539fb6fbec4f024bc1dc0657,"Time-Of-Use - General Service - Large: TOU-8, Option B (under 2 kV)",2014-01-01 13:00:00+00:00,True,10.746064339493497,0.03637267630337093,False,10.746064339493497,included,ok
539fb70fec4f024bc1dc07bb,Schedule FL Flat Rate Service-Not Exceeding 50% Load Factor 0 - 200 Watt,Modesto Irrigation District,539fb70fec4f024bc1dc07bb,Schedule FL Flat Rate Service-Not Exceeding 50% Load Factor 0 - 200 Watt,2013-04-01 13:00:00+00:00,2013-04-01 13:00:00+00:00,,,,,,,False,0.0,excluded,only 0.0 years of history in the source data (need 10) — the earlier version this would compare against either doesn't exist yet or its supersedes chain doesn't reach back that far in this dataset
539fb71eec4f024bc1dc0813,Schedule FL Flat Rate Service-In Excess of 50% Load Factor 801 - 1000 Watt,Modesto Irrigation District,5b292ba05457a3df60e5d862,Schedule FL Flat Rate Service-In Excess of 50% Load Factor 801 - 1000 Watt,2017-09-01 07:00:00+00:00,2013-04-01 13:00:00+00:00,,,,,,,False,4.41615331964408,excluded,only 4.4 years of history in the source data (need 10) — the earlier version this would compare against either doesn't exist yet or its supersedes chain doesn't reach back that far in this dataset
539fb740ec4f024bc1dc09a9,"Time-Of-Use Agricutural and Pumping - Small to Medium: TOU-PA-2, Option A (Under 2kV)",Southern California Edison Co,539fb740ec4f024bc1dc09a9,"Time-Of-Use Agricutural and Pumping - Small to Medium: TOU-PA-2, Option A (Under 2kV)",2014-01-01 07:00:00+00:00,2014-01-01 07:00:00+00:00,,,,,,,False,0.0,excluded,only 0.0 years of history in the source data (need 10) — the earlier version this would compare against either doesn't exist yet or its supersedes chain doesn't reach back that far in this dataset
539fb741ec4f024bc1dc09b9,Schedule NM Flat Rate Service-501 - 800 watts(Winter),Turlock Irrigation District,5b4f6c085457a3152cc6d675,Schedule NM Flat Rate Service-501 - 800 watts(Winter),2015-01-01 08:00:00+00:00,2009-02-01 13:00:00+00:00,,,,,,,False,5.9110198494182065,excluded,only 5.9 years of history in the source data (need 10) — the earlier version this would compare against either doesn't exist yet or its supersedes chain doesn't reach back that far in this dataset
539fb751ec4f024bc1dc0a65,TOU-GS-3R; Closed Rate,Southern California Edison Co,539fb751ec4f024bc1dc0a65,TOU-GS-3R; Closed Rate,2011-03-01 07:00:00+00:00,2011-03-01 07:00:00+00:00,,,,,,,False,0.0,excluded,only 0.0 years of history in the source data (need 10) — the earlier version this would compare against either doesn't exist yet or its supersedes chain doesn't reach back that far in this dataset
539fb751ec4f024bc1dc0a8b,"Time of Use, General Service, Demand Metered, Option R: GS-2 TOU R - Three phase (at 220kV)",Southern California Edison Co,6753560af85ef1eed60bd850,"Time of Use, General Service, Demand Metered, Option R: GS-2 TOU R - Three phase (at 220kV)",2024-10-01 06:00:00+00:00,2014-01-01 13:00:00+00:00,539fb751ec4f024bc1dc0a8b,"Time of Use, General Service, Demand Metered, Option R: GS-2 TOU R - Three phase (at 220kV)",2014-01-01 13:00:00+00:00,False,10.746064339493497,0.04743592190125412,False,10.746064339493497,included,ok
539fb7aaec4f024bc1dc0e9f,A-10 Medium General Demand Service TOU (Primary Voltage),Pacific Gas & Electric Co,69de8a2d08c252b4010e1d41,A-10 Medium General Demand Service TOU (Primary Voltage),2026-03-27 07:00:00+00:00,2014-01-01 08:00:00+00:00,574cc7015457a3f8595e629f,A-10 Medium General Demand Service TOU (Primary Voltage),2016-03-24 07:00:00+00:00,False,10.00684462696783,0.0523310101419876,False,12.229979466119097,included,ok
539fb7dcec4f024bc1dc107d,A-10 Medium General Demand Service (Secondary Voltage),Pacific Gas & Electric Co,69de8950a6e15ebd62035b3d,A-10 Medium General Demand Service (Secondary Voltage),2026-03-27 07:00:00+00:00,2014-01-01 08:00:00+00:00,574cc43b5457a3f9595e629f,A-10 Medium General Demand Service (Secondary Voltage),2016-03-24 07:00:00+00:00,False,10.00684462696783,0.05297481182752062,False,12.229979466119097,included,ok
539fb7efec4f024bc1dc1165,Small General Service Time-Of-Use (A-1)(B): Electric Vehicle Discount,Los Angeles Department of Water & Power,555ce8785457a3285f8b4568,Small General Service Time-Of-Use (A-1)(B): Electric Vehicle Discount,2015-06-01 07:00:00+00:00,2014-04-01 13:00:00+00:00,,,,,,,False,1.163586584531143,excluded,only 1.2 years of history in the source data (need 10) — the earlier version this would compare against either doesn't exist yet or its supersedes chain doesn't reach back that far in this dataset
539fb812ec4f024bc1dc133d,"Time of Use, General Service, Demand Metered, GS-2 TOU A, Single Phase (2kV - 50kV)",Southern California Edison Co,5c8180987bece2299eceb3d9,"Time of Use, General Service, Demand Metered, GS-2 TOU A, Single Phase (2kV - 50kV)",2018-10-01 07:00:00+00:00,2014-01-01 13:00:00+00:00,,,,,,,False,4.744695414099931,excluded,only 4.7 years of history in the source data (need 10) — the earlier version this would compare against either doesn't exist yet or its supersedes chain doesn't reach back that far in this dataset
539fb825ec4f024bc1dc1427,Power-Agricultural and Pumping Demand Metered: PA-2 (at 220kV),Southern California Edison Co,67572f4fc33fc66a3504cc8f,Power-Agricultural and Pumping Demand Metered: PA-2 (at 220kV),2024-10-01 06:00:00+00:00,2014-01-01 13:00:00+00:00,539fb825ec4f024bc1dc1427,Power-Agricultural and Pumping Demand Metered: PA-2 (at 220kV),2014-01-01 13:00:00+00:00,False,10.746064339493497,0.055002100198246584,False,10.746064339493497,included,ok
539fb834ec4f024bc1dc147b,Time-Of-Use Agricultural and Pumping: TOU-PA - Option A (at 220kV),Southern California Edison Co,539fb834ec4f024bc1dc147b,Time-Of-Use Agricultural and Pumping: TOU-PA - Option A (at 220kV),2014-01-01 07:00:00+00:00,2014-01-01 07:00:00+00:00,,,,,,,False,0.0,excluded,only 0.0 years of history in the source data (need 10) — the earlier version this would compare against either doesn't exist yet or its supersedes chain doesn't reach back that far in this dataset
539fb869ec4f024bc1dc16e5,Schedule FL Flat Rate Service-In Excess of 50% Load Factor 1601 - 1800 Watt,Modesto Irrigation District,539fb869ec4f024bc1dc16e5,Schedule FL Flat Rate Service-In Excess of 50% Load Factor 1601 - 1800 Watt,2013-04-01 13:00:00+00:00,2013-04-01 13:00:00+00:00,,,,,,,False,0.0,excluded,only 0.0 years of history in the source data (need 10) — the earlier version this would compare against either doesn't exist yet or its supersedes chain doesn't reach back that far in this dataset
539fb88aec4f024bc1dc1835,Schedule PI Restricted Irrigation Pumping(On Season),Turlock Irrigation District,539fb88aec4f024bc1dc1835,Schedule PI Restricted Irrigation Pumping(On Season),2009-02-01 13:00:00+00:00,2009-02-01 13:00:00+00:00,,,,,,,False,0.0,excluded,only 0.0 years of history in the source data (need 10) — the earlier version this would compare against either doesn't exist yet or its supersedes chain doesn't reach back that far in this dataset
539fb88bec4f024bc1dc1897,"Time-Of-Use - General Service - Large: TOU-8, Option B (50kV - 220kV)",Southern California Edison Co,674f36c6d1b9875c3d07cd2b,"Time-Of-Use - General Service - Large: TOU-8, Option B (50kV - 220kV)",2024-10-01 06:00:00+00:00,2014-01-01 13:00:00+00:00,539fb88bec4f024bc1dc1897,"Time-Of-Use - General Service - Large: TOU-8, Option B (above 50kV)",2014-01-01 13:00:00+00:00,True,10.746064339493497,0.03661810360887996,False,10.746064339493497,included,ok
539fb89cec4f024bc1dc1941,Time-Of-Use Agricultural and Pumping: TOU-PA - Option A (2kV - 50kV),Southern California Edison Co,539fb89cec4f024bc1dc1941,Time-Of-Use Agricultural and Pumping: TOU-PA - Option A (2kV - 50kV),2014-01-01 07:00:00+00:00,2014-01-01 07:00:00+00:00,,,,,,,False,0.0,excluded,only 0.0 years of history in the source data (need 10) — the earlier version this would compare against either doesn't exist yet or its supersedes chain doesn't reach back that far in this dataset
539fb8e5ec4f024bc1dc1c81,Schedule NM Flat Rate Service-801 - 1200 watts(Winter),Turlock Irrigation District,5b4f70355457a38e72c6d676,Schedule NM Flat Rate Service-801 - 1200 watts(Winter),2015-01-01 08:00:00+00:00,2009-02-01 13:00:00+00:00,,,,,,,False,5.9110198494182065,excluded,only 5.9 years of history in the source data (need 10) — the earlier version this would compare against either doesn't exist yet or its supersedes chain doesn't reach back that far in this dataset
539fb8f7ec4f024bc1dc1d53,"Time-of-use - General Service - Demand Metered: TOU-GS-3, Option A (2kV to 50kV)",Southern California Edison Co,539fb8f7ec4f024bc1dc1d53,"Time-of-use - General Service - Demand Metered: TOU-GS-3, Option A (2kV to 50kV)",2014-01-01 08:00:00+00:00,2014-01-01 08:00:00+00:00,,,,,,,False,0.0,excluded,only 0.0 years of history in the source data (need 10) — the earlier version this would compare against either doesn't exist yet or its supersedes chain doesn't reach back that far in this dataset
539fb907ec4f024bc1dc1dd3,Schedule NM Flat Rate Service-0 - 200 watts(Winter),Turlock Irrigation District,5b4e610e5457a3776ec6d675,Schedule NM Flat Rate Service-0 - 200 watts(Winter),2015-01-01 08:00:00+00:00,2009-02-01 13:00:00+00:00,,,,,,,False,5.9110198494182065,excluded,only 5.9 years of history in the source data (need 10) — the earlier version this would compare against either doesn't exist yet or its supersedes chain doesn't reach back that far in this dataset
539fb907ec4f024bc1dc1ded,"Time-Of-Use Agricultural and Pumping - Large: TOU-PA-3, Option CPP (50kV-220kV)",Southern California Edison Co,56be26f65457a332548b456b,"Time-Of-Use Agricultural and Pumping - Large: TOU-PA-3, Option CPP (50kV-220kV)",2016-01-01 07:00:00+00:00,2014-01-01 13:00:00+00:00,,,,,,,False,1.995893223819302,excluded,only 2.0 years of history in the source data (need 10) — the earlier version this would compare against either doesn't exist yet or its supersedes chain doesn't reach back that far in this dataset
539fb919ec4f024bc1dc1e5f,AL-TOU Secondary (Above 500kW),San Diego Gas & Electric Co,6772f0268322c2ebdc04e77e,AL-TOU Secondary (Above 500kW),2024-10-01 06:00:00+00:00,2014-01-01 13:00:00+00:00,5405e7c85257a3d222af34b2,AL-TOU Secondary,2014-08-01 07:00:00+00:00,True,10.165639972621491,0.13291717039750628,False,10.746064339493497,included,ok
539fb91bec4f024bc1dc1ee7,Schedule CT Commercial Service - Time-Of-Use Under 35 kW,Turlock Irrigation District,5b4ccdff5457a3e50dc6d674,Schedule CT Commercial Service - Time-Of-Use Under 35 kW,2015-01-01 08:00:00+00:00,2009-02-01 13:00:00+00:00,,,,,,,False,5.9110198494182065,excluded,only 5.9 years of history in the source data (need 10) — the earlier version this would compare against either doesn't exist yet or its supersedes chain doesn't reach back that far in this dataset
539fb960ec4f024bc1dc2203,"Time of Use, General Service, Demand Metered, Critical Peak Option: TOU-GS-2 CPP, Three Phase (Under 2kV)",Southern California Edison Co,56b926e15457a3a07f48d234,"Time of Use, General Service, Demand Metered, Critical Peak Option: TOU-GS-2 CPP, Three Phase (Under 2kV)",2016-01-01 07:00:00+00:00,2014-01-01 13:00:00+00:00,,,,,,,False,1.995893223819302,excluded,only 2.0 years of history in the source data (need 10) — the earlier version this would compare against either doesn't exist yet or its supersedes chain doesn't reach back that far in this dataset
539fb992ec4f024bc1dc23ef,Small Agricultural Service Nondemand Rate AG (ASN),Sacramento Municipal Utility District,68c0830d90fd5c0e640f7168,Small Agricultural Service Nondemand Rate AG (ASN),2025-05-01 07:00:00+00:00,2012-01-01 08:00:00+00:00,557aeada5457a3be2b8ba37b,Small Agricultural Service Nondemand Rates AG (ASN),2015-04-10 07:00:00+00:00,True,10.05886379192334,0.031374755900728246,False,13.32785763175907,included,ok
539fb9d8ec4f024bc1dc2761,"GS-2, Single Phase Service(at 220 kV)",Southern California Edison Co,539fb9d8ec4f024bc1dc2761,"GS-2, Single Phase Service(at 220 kV)",2014-01-29 13:00:00+00:00,2014-01-29 13:00:00+00:00,,,,,,,False,0.0,excluded,only 0.0 years of history in the source data (need 10) — the earlier version this would compare against either doesn't exist yet or its supersedes chain doesn't reach back that far in this dataset
539fb9eaec4f024bc1dc27cb,"Time-Of-Use Agricultural and Pumping - Small to Medium: TOU-PA-2, Option E (2kV-50kV)",Southern California Edison Co,67573550be684656110eb22a,"Time-Of-Use Agricultural and Pumping - Small to Medium: TOU-PA-2, Option E (2kV-50kV)",2023-10-01 06:00:00+00:00,2014-01-01 13:00:00+00:00,,,,,,,False,9.744010951403148,excluded,only 9.7 years of history in the source data (need 10) — the earlier version this would compare against either doesn't exist yet or its supersedes chain doesn't reach back that far in this dataset
539fb9ebec4f024bc1dc2829,Schedule FL Flat Rate Service-Not Exceeding 50% Load Factor 201 - 400 Watt,Modesto Irrigation District,5b2935375457a36d22e5d862,Schedule FL Flat Rate Service-Not Exceeding 50% Load Factor 201 - 400 Watt,2017-09-01 07:00:00+00:00,2013-04-01 13:00:00+00:00,,,,,,,False,4.41615331964408,excluded,only 4.4 years of history in the source data (need 10) — the earlier version this would compare against either doesn't exist yet or its supersedes chain doesn't reach back that far in this dataset
539fb9feec4f024bc1dc2917,"Time-Of-Use - General Service - Large: TOU-8, Option B (at 220kV); Closed Rate",Southern California Edison Co,539fb9feec4f024bc1dc2917,"Time-Of-Use - General Service - Large: TOU-8, Option B (at 220kV); Closed Rate",2014-01-01 07:00:00+00:00,2014-01-01 07:00:00+00:00,,,,,,,False,0.0,excluded,only 0.0 years of history in the source data (need 10) — the earlier version this would compare against either doesn't exist yet or its supersedes chain doesn't reach back that far in this dataset
539fba43ec4f024bc1dc2bc9,Power - Agricultural and Pumping Connected Load Basis: PA-1 (at 220kV),Southern California Edison Co,675729ee736d71dbcf099ef0,Power - Agricultural and Pumping Connected Load Basis: PA-1 (at 220kV),2024-10-01 06:00:00+00:00,2014-01-01 13:00:00+00:00,539fba43ec4f024bc1dc2bc9,Power - Agricultural and Pumping Connected Load Basis: PA-1 (at 220kV),2014-01-01 13:00:00+00:00,False,10.746064339493497,0.0332958439373805,False,10.746064339493497,included,ok
539fba57ec4f024bc1dc2d1d,"Time-of-use - General Service - Demand Metered-Super Off Peak: TOU-GS-3-SOP,(50kV to 220kV)",Southern California Edison Co,539fba57ec4f024bc1dc2d1d,"Time-of-use - General Service - Demand Metered-Super Off Peak: TOU-GS-3-SOP,(50kV to 220kV)",2014-01-01 13:00:00+00:00,2014-01-01 13:00:00+00:00,,,,,,,False,0.0,excluded,only 0.0 years of history in the source data (need 10) — the earlier version this would compare against either doesn't exist yet or its supersedes chain doesn't reach back that far in this dataset
539fba79ec4f024bc1dc2e2f,Agriculture Power AG-1 (Rate A),Pacific Gas & Electric Co,69de97d0f3508cead300dc5f,Agriculture Power AG-1 (Rate A),2026-03-27 07:00:00+00:00,2014-01-01 13:00:00+00:00,574da8065457a3de795e629d,Agriculture Power AG-1 (Rate A),2016-03-24 07:00:00+00:00,False,10.00684462696783,0.021708858847156787,False,12.229979466119097,included,ok
539fbcbdec4f024c27d87371,Schedule FL Flat Rate Service-Not Exceeding 50% Load Factor 1601 - 1800 Watt,Modesto Irrigation District,539fbcbdec4f024c27d87371,Schedule FL Flat Rate Service-Not Exceeding 50% Load Factor 1601 - 1800 Watt,2013-04-01 13:00:00+00:00,2013-04-01 13:00:00+00:00,,,,,,,False,0.0,excluded,only 0.0 years of history in the source data (need 10) — the earlier version this would compare against either doesn't exist yet or its supersedes chain doesn't reach back that far in this dataset
539fbcd1ec4f024c27d874ad,"General Service - Demand: GS-2, Three Phase Service(at 220 kV)",Southern California Edison Co,539fbcd1ec4f024c27d874ad,"General Service - Demand: GS-2, Three Phase Service(at 220 kV)",2014-01-29 08:00:00+00:00,2014-01-29 08:00:00+00:00,,,,,,,False,0.0,excluded,only 0.0 years of history in the source data (need 10) — the earlier version this would compare against either doesn't exist yet or its supersedes chain doesn't reach back that far in this dataset
539fbd14ec4f024c27d877a5,"Time of Use, General Service, Demand Metered, Option R: GS-2 TOU R - Single phase (at 220kV)",Southern California Edison Co,67535631c8947b02cd012d4f,"Time of Use, General Service, Demand Metered, Option R: GS-2 TOU R - Single phase (at 220kV)",2024-10-01 06:00:00+00:00,2014-01-01 13:00:00+00:00,539fbd14ec4f024c27d877a5,"Time of Use, General Service, Demand Metered, Option R: GS-2 TOU R - Single phase (at 220kV)",2014-01-01 13:00:00+00:00,False,10.746064339493497,0.04743592190125412,False,10.746064339493497,included,ok
539fbd26ec4f024c27d87885,"Time of Use, General Service, Demand Metered, Option A: GS-2 TOU A, Single Phase (Under 2kV)",Southern California Edison Co,56b291785457a3c65fc2db59,"Time of Use, General Service, Demand Metered, Option A: GS-2 TOU A, Single Phase (Under 2kV)",2016-01-01 07:00:00+00:00,2014-01-01 08:00:00+00:00,,,,,,,False,1.995893223819302,excluded,only 2.0 years of history in the source data (need 10) — the earlier version this would compare against either doesn't exist yet or its supersedes chain doesn't reach back that far in this dataset
539fbd36ec4f024c27d87931,"Schedule BP Bulk Power Industrial, Demand Metered 7,000 kW and Over, Time-Of-Use",Turlock Irrigation District,5b4e0fa65457a33f5ac6d674,"Schedule BP Bulk Power Industrial, Demand Metered 7,000 kW and Over, Time-Of-Use",2015-01-01 08:00:00+00:00,2009-02-01 13:00:00+00:00,,,,,,,False,5.9110198494182065,excluded,only 5.9 years of history in the source data (need 10) — the earlier version this would compare against either doesn't exist yet or its supersedes chain doesn't reach back that far in this dataset
539fbd37ec4f024c27d87969,"Time of Use, General Service, Demand Metered, Critical Peak-Lite Option: TOU-GS-2 CPP-Lite, Three Phase (2kV-50kV)",Southern California Edison Co,539fbd37ec4f024c27d87969,"Time of Use, General Service, Demand Metered, Critical Peak-Lite Option: TOU-GS-2 CPP-Lite, Three Phase (2kV-50kV)",2014-01-01 08:00:00+00:00,2014-01-01 08:00:00+00:00,,,,,,,False,0.0,excluded,only 0.0 years of history in the source data (need 10) — the earlier version this would compare against either doesn't exist yet or its supersedes chain doesn't reach back that far in this dataset
539fbd7fec4f024c27d87c63,Time-Of-Use Agricultural and Pumping: TOU-PA - Option A (50kV - 220kV),Southern California Edison Co,539fbd7fec4f024c27d87c63,Time-Of-Use Agricultural and Pumping: TOU-PA - Option A (50kV - 220kV),2014-01-01 07:00:00+00:00,2014-01-01 07:00:00+00:00,,,,,,,False,0.0,excluded,only 0.0 years of history in the source data (need 10) — the earlier version this would compare against either doesn't exist yet or its supersedes chain doesn't reach back that far in this dataset
539fbd7fec4f024c27d87c87,General Service - Demand: GS-2 - Three Phase (2kV to 50kV),Southern California Edison Co,539fbd7fec4f024c27d87c87,General Service - Demand: GS-2 - Three Phase (2kV to 50kV),2014-01-29 13:00:00+00:00,2014-01-29 13:00:00+00:00,,,,,,,False,0.0,excluded,only 0.0 years of history in the source data (need 10) — the earlier version this would compare against either doesn't exist yet or its supersedes chain doesn't reach back that far in this dataset
539fbd90ec4f024c27d87cf5,"Time-Of-Use - General Service - Large: TOU-8, Option A (2 kV - 50kV)",Southern California Edison Co,5c81803d7bece2299eceb3bb,"Time-Of-Use - General Service - Large: TOU-8, Option A (2 kV - 50kV)",2018-10-01 07:00:00+00:00,2014-01-01 13:00:00+00:00,,,,,,,False,4.744695414099931,excluded,only 4.7 years of history in the source data (need 10) — the earlier version this would compare against either doesn't exist yet or its supersedes chain doesn't reach back that far in this dataset
539fbdd9ec4f024c27d87fcf,Schedule FL Flat Rate Service-In Excess of 50% Load Factor 1001 - 1200 Watt,Modesto Irrigation District,5b291ea45457a3ae45e5d862,Schedule FL Flat Rate Service-In Excess of 50% Load Factor 1001 - 1200 Watt,2017-09-01 07:00:00+00:00,2013-04-01 13:00:00+00:00,,,,,,,False,4.41615331964408,excluded,only 4.4 years of history in the source data (need 10) — the earlier version this would compare against either doesn't exist yet or its supersedes chain doesn't reach back that far in this dataset
539fbe00ec4f024c27d881dd,"Time-Of-Use Agricultural and Pumping - Large: TOU-PA-3, Option D (50kV-220kV)",Southern California Edison Co,675739bcfe4f0b50f502798e,"Time-Of-Use Agricultural and Pumping - Large: TOU-PA-3, Option D (50kV-220kV)",2024-10-01 06:00:00+00:00,2014-01-01 13:00:00+00:00,539fbe00ec4f024c27d881dd,"Time-Of-Use Agricultural and Pumping - Large: TOU-PA-3, Option B (50kV-220kV)",2014-01-01 13:00:00+00:00,True,10.746064339493497,0.052779371138816034,False,10.746064339493497,included,ok
539fbe00ec4f024c27d88209,A-1-Small General Service-Non-Time of Use Rate (Single-Phase),Pacific Gas & Electric Co,69de87e8a6e15ebd62035b3c,A-1-Small General Service-Non-Time of Use Rate (Single-Phase),2026-03-27 07:00:00+00:00,2014-01-01 13:00:00+00:00,574cbd8e5457a37c445e629e,A-1-Small General Service-Non-Time of Use Rate (Single-Phase),2016-03-24 07:00:00+00:00,False,10.00684462696783,0.06231975223124042,False,12.229979466119097,included,ok
539fbe20ec4f024c27d882e9,Schedule FL Flat Rate Service-In Excess of 50% Load Factor 401 - 600 Watt,Modesto Irrigation District,5b2834325457a35753e5d863,Schedule FL Flat Rate Service-In Excess of 50% Load Factor 401 - 600 Watt,2017-09-01 07:00:00+00:00,2013-04-01 13:00:00+00:00,,,,,,,False,4.41615331964408,excluded,only 4.4 years of history in the source data (need 10) — the earlier version this would compare against either doesn't exist yet or its supersedes chain doesn't reach back that far in this dataset
539fbe32ec4f024c27d883db,"Time of Use, General Service, Demand Metered, Option A: GS-2 TOU A, Three Phase (Under 2kV)",Southern California Edison Co,539fbe32ec4f024c27d883db,"Time of Use, General Service, Demand Metered, Option A: GS-2 TOU A, Three Phase (Under 2kV)",2014-01-01 08:00:00+00:00,2014-01-01 08:00:00+00:00,,,,,,,False,0.0,excluded,only 0.0 years of history in the source data (need 10) — the earlier version this would compare against either doesn't exist yet or its supersedes chain doesn't reach back that far in this dataset
539fbe44ec4f024c27d88493,SCHEDULE MH MASTER METERED MOBILE HOME/RV PARK SERVICE,Imperial Irrigation District,54bff7fb5357a3da776bdba2,SCHEDULE MH MASTER METERED MOBILE HOME/RV PARK SERVICE,2015-01-01 07:00:00+00:00,1998-01-01 13:00:00+00:00,539fbe44ec4f024c27d88493,SCHEDULE MH MASTER METERED MOBILE HOME/RV PARK SERVICE,1998-01-01 13:00:00+00:00,False,16.996577686516083,0.028673095872956855,False,16.996577686516083,included,ok
539fbe46ec4f024c27d884f5,"Time of Use, General Service, Demand Metered, Critical Peak-Lite Option: TOU-GS-2 CPP-Lite, Single Phase (At 220kV)",Southern California Edison Co,56b92cb45457a38b0348d233,"Time of Use, General Service, Demand Metered, Critical Peak-Lite Option: TOU-GS-2 CPP-Lite, Single Phase (At 220kV)",2016-01-01 07:00:00+00:00,2014-01-01 13:00:00+00:00,,,,,,,False,1.995893223819302,excluded,only 2.0 years of history in the source data (need 10) — the earlier version this would compare against either doesn't exist yet or its supersedes chain doesn't reach back that far in this dataset
539fbe46ec4f024c27d88501,"Time-Of-Use Agricultural and Pumping: TOU-PA, Option B (at 220kV)",Southern California Edison Co,539fbe46ec4f024c27d88501,"Time-Of-Use Agricultural and Pumping: TOU-PA, Option B (at 220kV)",2014-01-01 07:00:00+00:00,2014-01-01 07:00:00+00:00,,,,,,,False,0.0,excluded,only 0.0 years of history in the source data (need 10) — the earlier version this would compare against either doesn't exist yet or its supersedes chain doesn't reach back that far in this dataset
539fbe67ec4f024c27d88657,Customer Generation Subtransmission (34.5kV) CG-3A,Los Angeles Department of Water & Power,69ef983843b1cb28bd04394b,Customer Generation Subtransmission (34.5kV) CG-3A,2026-04-01 07:00:00+00:00,2014-04-01 07:00:00+00:00,572143c75457a34933b3387d,Customer Generation Subtransmission (34.5kV) CG-3A,2016-04-01 07:00:00+00:00,False,9.998631074606434,0.0,False,12.0,included,ok
539fbe8fec4f024c27d88791,A6-TOU Primary,San Diego Gas & Electric Co,6774234bb5f9d561220eced5,A6-TOU Primary,2024-10-01 06:00:00+00:00,2014-01-01 13:00:00+00:00,5405fff05257a37424af34b1,A6-TOU (Primary),2014-08-01 07:00:00+00:00,True,10.165639972621491,0.2823772339877184,False,10.746064339493497,included,ok
539fbea2ec4f024c27d888b1,AL-TOU Secondary 500KW,San Diego Gas & Electric Co,5405f5a35257a39424af34b1,AL-TOU Secondary 500KW,2014-08-01 07:00:00+00:00,2014-01-01 13:00:00+00:00,,,,,,,False,0.5776865160848734,excluded,only 0.6 years of history in the source data (need 10) — the earlier version this would compare against either doesn't exist yet or its supersedes chain doesn't reach back that far in this dataset
539fbed8ec4f024c27d88ae3,SCHEDULE PA AGRICULTURAL PUMPING SERVICE,Imperial Irrigation District,54bff7935357a3db776bdba3,SCHEDULE PA AGRICULTURAL PUMPING SERVICE,2015-01-01 07:00:00+00:00,1998-01-01 13:00:00+00:00,539fbed8ec4f024c27d88ae3,SCHEDULE PA AGRICULTURAL PUMPING SERVICE,1998-01-01 13:00:00+00:00,False,16.996577686516083,0.025747265927727803,False,16.996577686516083,included,ok
539fbed8ec4f024c27d88afd,"Time-Of-Use Agricultural and Pumping-Small to Medium: TOU-PA-2, Option CPP (Under 2kV)",Southern California Edison Co,56be17f45457a363568b4567,"Time-Of-Use Agricultural and Pumping-Small to Medium: TOU-PA-2, Option CPP (Under 2kV)",2016-01-01 07:00:00+00:00,2014-01-01 08:00:00+00:00,,,,,,,False,1.995893223819302,excluded,only 2.0 years of history in the source data (need 10) — the earlier version this would compare against either doesn't exist yet or its supersedes chain doesn't reach back that far in this dataset
539fbefdec4f024c27d88c81,"Time-of-use - General Service - Demand Metered: TOU-GS-3, Option B (50kV to 220kV)",Southern California Edison Co,539fbefdec4f024c27d88c81,"Time-of-use - General Service - Demand Metered: TOU-GS-3, Option B (50kV to 220kV)",2014-01-01 08:00:00+00:00,2014-01-01 08:00:00+00:00,,,,,,,False,0.0,excluded,only 0.0 years of history in the source data (need 10) — the earlier version this would compare against either doesn't exist yet or its supersedes chain doesn't reach back that far in this dataset
539fbf0fec4f024c27d88d5b,Schedule FL Flat Rate Service-Not Exceeding 50% Load Factor 1201 - 1400 Watt,Modesto Irrigation District,539fbf0fec4f024c27d88d5b,Schedule FL Flat Rate Service-Not Exceeding 50% Load Factor 1201 - 1400 Watt,2013-04-01 13:00:00+00:00,2013-04-01 13:00:00+00:00,,,,,,,False,0.0,excluded,only 0.0 years of history in the source data (need 10) — the earlier version this would compare against either doesn't exist yet or its supersedes chain doesn't reach back that far in this dataset
539fbf20ec4f024c27d88dcd,"Time of Use, General Service, Demand Metered, Option B: GS-2 TOU B, Single Phase (Under 2kV)",Southern California Edison Co,56b525ac5457a39550c2db58,"Time of Use, General Service, Demand Metered, Option B: GS-2 TOU B, Single Phase (Under 2kV)",2016-01-01 07:00:00+00:00,2014-01-29 13:00:00+00:00,,,,,,,False,1.919233401779603,excluded,only 1.9 years of history in the source data (need 10) — the earlier version this would compare against either doesn't exist yet or its supersedes chain doesn't reach back that far in this dataset
539fbf45ec4f024c27d88f6f,Transmission Service (A-4)(A),Los Angeles Department of Water & Power,69eba022d944dd4e3c095d42,Transmission Service (A-4)(A),2026-04-01 07:00:00+00:00,2014-04-01 07:00:00+00:00,5721400f5457a3e23bb3387c,Transmission Service (A-4)(A),2016-04-01 07:00:00+00:00,False,9.998631074606434,0.007485881868126043,False,12.0,included,ok
