family_id,family_display_name,family_utility_name,current_label,current_name,current_startdate,baseline_label,baseline_name,baseline_startdate,name_changed_over_window,actual_years_spanned,blended_demand_rate_cagr_10yr,blended_demand_rate_cagr_10yr_needs_review
539fbe00ec4f024c27d881dd,"Time-Of-Use Agricultural and Pumping - Large: TOU-PA-3, Option D (50kV-220kV)",Southern California Edison Co,675739bcfe4f0b50f502798e,"Time-Of-Use Agricultural and Pumping - Large: TOU-PA-3, Option D (50kV-220kV)",2024-10-01 06:00:00+00:00,539fbe00ec4f024c27d881dd,"Time-Of-Use Agricultural and Pumping - Large: TOU-PA-3, Option B (50kV-220kV)",2014-01-01 13:00:00+00:00,True,10.746064339493497,-0.10619885199394952,False
539fbe00ec4f024c27d88209,A-1-Small General Service-Non-Time of Use Rate (Single-Phase),Pacific Gas & Electric Co,69de87e8a6e15ebd62035b3c,A-1-Small General Service-Non-Time of Use Rate (Single-Phase),2026-03-27 07:00:00+00:00,574cbd8e5457a37c445e629e,A-1-Small General Service-Non-Time of Use Rate (Single-Phase),2016-03-24 07:00:00+00:00,False,10.00684462696783,,False
539fbe44ec4f024c27d88493,SCHEDULE MH MASTER METERED MOBILE HOME/RV PARK SERVICE,Imperial Irrigation District,54bff7fb5357a3da776bdba2,SCHEDULE MH MASTER METERED MOBILE HOME/RV PARK SERVICE,2015-01-01 07:00:00+00:00,539fbe44ec4f024c27d88493,SCHEDULE MH MASTER METERED MOBILE HOME/RV PARK SERVICE,1998-01-01 13:00:00+00:00,False,16.996577686516083,,False
539fbe67ec4f024c27d88657,Customer Generation Subtransmission (34.5kV) CG-3A,Los Angeles Department of Water & Power,69ef983843b1cb28bd04394b,Customer Generation Subtransmission (34.5kV) CG-3A,2026-04-01 07:00:00+00:00,572143c75457a34933b3387d,Customer Generation Subtransmission (34.5kV) CG-3A,2016-04-01 07:00:00+00:00,False,9.998631074606434,-0.17192814248954313,False
539fbe8fec4f024c27d88791,A6-TOU Primary,San Diego Gas & Electric Co,6774234bb5f9d561220eced5,A6-TOU Primary,2024-10-01 06:00:00+00:00,5405fff05257a37424af34b1,A6-TOU (Primary),2014-08-01 07:00:00+00:00,True,10.165639972621491,0.17872898349353528,False
539fbed8ec4f024c27d88ae3,SCHEDULE PA AGRICULTURAL PUMPING SERVICE,Imperial Irrigation District,54bff7935357a3db776bdba3,SCHEDULE PA AGRICULTURAL PUMPING SERVICE,2015-01-01 07:00:00+00:00,539fbed8ec4f024c27d88ae3,SCHEDULE PA AGRICULTURAL PUMPING SERVICE,1998-01-01 13:00:00+00:00,False,16.996577686516083,,False
539fbf45ec4f024c27d88f6f,Transmission Service (A-4)(A),Los Angeles Department of Water & Power,69eba022d944dd4e3c095d42,Transmission Service (A-4)(A),2026-04-01 07:00:00+00:00,5721400f5457a3e23bb3387c,Transmission Service (A-4)(A),2016-04-01 07:00:00+00:00,False,9.998631074606434,0.0,False
539fbfc6ec4f024c27d89531,"Time of Use, General Service, Demand Metered, Option R: GS-2 TOU R - Single phase (2kV-50kV)",Southern California Edison Co,67535623a7d2ac0ef60003c2,"Time of Use, General Service, Demand Metered, Option R: GS-2 TOU R - Single phase (2kV-50kV)",2024-10-01 06:00:00+00:00,539fbfc6ec4f024c27d89531,"Time of Use, General Service, Demand Metered, Option R: GS-2 TOU R - Single phase (Under 2kV)",2014-01-01 08:00:00+00:00,True,10.746064339493497,,False
539fbfc6ec4f024c27d8953b,Agriculture Power AG-1 (Rate B) Secondary,Pacific Gas & Electric Co,69de97db6c6b1b3352045e3e,Agriculture Power AG-1 (Rate B) Secondary,2026-03-27 07:00:00+00:00,574da8e05457a3d3795e629d,Agriculture Power AG-1 (Rate B),2016-03-24 07:00:00+00:00,True,10.00684462696783,,False
539fbfeaec4f024c27d896af,A-6 Small General Service TOU Poly Phase,Pacific Gas & Electric Co,69de98911ae3be1716020edb,A-6 Small General Service TOU Poly Phase,2026-03-27 07:00:00+00:00,574cc1b25457a39b4c5e62a0,A-6 Small General Service TOU Poly Phase,2016-03-24 07:00:00+00:00,False,10.00684462696783,,False
539fc137ec4f024c27d8a4b9,Power-Agricultural and Pumping Demand Metered: PA-2 (50kV-220kV),Southern California Edison Co,67572f49c33fc66a3504cc8e,Power-Agricultural and Pumping Demand Metered: PA-2 (50kV-220kV),2024-10-01 06:00:00+00:00,539fc137ec4f024c27d8a4b9,Power-Agricultural and Pumping Demand Metered: PA-2 (50kV-220kV),2014-01-01 13:00:00+00:00,False,10.746064339493497,-0.16943609141423177,False
539fc203ec4f024c27d8ace7,A-10 Medium General Demand Service (Primary Voltage),Pacific Gas & Electric Co,69de8955c3f455511f06359f,A-10 Medium General Demand Service (Primary Voltage),2026-03-27 07:00:00+00:00,574cc50c5457a3992c5e629f,A-10 Medium General Demand Service (Primary Voltage),2016-03-24 07:00:00+00:00,False,10.00684462696783,,False
539fc217ec4f024c27d8ae25,"E-19 Medium General Demand TOU (Secondary, Voluntary)",Pacific Gas & Electric Co,69de7e5220aaf9dd060cab5d,"E-19 Medium General Demand TOU (Secondary, Voluntary)",2026-03-27 07:00:00+00:00,574db9255457a30b7e5e629e,"E-19 Medium General Demand TOU (Secondary, Voluntary)",2016-03-24 07:00:00+00:00,False,10.00684462696783,0.04959051433567918,False
